Entry	Protein names	Gene names	Length	Entry name
Q04724	Transducin-like enhancer protein 1 (E(Sp1) homolog) (Enhancer of split groucho-like protein 1) (ESG1)	TLE1	770	TLE1_HUMAN
P40617	ADP-ribosylation factor-like protein 4A	ARL4A ARL4	200	ARL4A_HUMAN
P49703	ADP-ribosylation factor-like protein 4D (ADP-ribosylation factor-like protein 4L)	ARL4D ARF4L	201	ARL4D_HUMAN
P31689	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4	397	DNJA1_HUMAN
P14314	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	PRKCSH G19P1	528	GLU2B_HUMAN
Q9UPT6	C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3) (Mitogen-activated protein kinase 8-interacting protein 3)	MAPK8IP3 JIP3 KIAA1066	1336	JIP3_HUMAN
Q92597	Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42)	NDRG1 CAP43 DRG1 RTP	394	NDRG1_HUMAN
P18669	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1 PGAMA CDABP0006	254	PGAM1_HUMAN
Q53G35	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4) (Fragment)		254	Q53G35_HUMAN
Q8N129	Protein canopy homolog 4	CNPY4 PSEC0237 UNQ1909/PRO4354	248	CNPY4_HUMAN
Q8N959	N-myc downstream-regulated gene 1 protein (Protein NDRG1)		323	Q8N959_HUMAN
Q9Y675	SNRPN upstream reading frame protein	SNURF	71	SNURF_HUMAN
P63162	Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein)	SNRPN HCERN3 SMN	240	RSMN_HUMAN
P07814	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]	EPRS1 EPRS GLNS PARS QARS QPRS PIG32	1512	SYEP_HUMAN
Q9Y689	ADP-ribosylation factor-like protein 5A	ARL5A ARFLP5 ARL5	179	ARL5A_HUMAN
P45973	Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)	CBX5 HP1A	191	CBX5_HUMAN
P30419	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1)	NMT1 NMT	496	NMT1_HUMAN
Q9H0F7	ADP-ribosylation factor-like protein 6 (Bardet-Biedl syndrome 3 protein)	ARL6 BBS3	186	ARL6_HUMAN
Q66PJ3	ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4) (HSP-975) (HSVI-binding protein) (SR-15) (SRp25) (SR-25) (Splicing factor SRrp37)	ARL6IP4	421	AR6P4_HUMAN
Q8N6S5	ADP-ribosylation factor-like protein 6-interacting protein 6 (ARL-6-interacting protein 6) (Aip-6) (Phosphonoformate immuno-associated protein 1)	ARL6IP6 PFAAP1	226	AR6P6_HUMAN
Q8NHH9	Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2)	ATL2 ARL6IP2	583	ATLA2_HUMAN
O75915	PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27)	ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127	188	PRAF3_HUMAN
P04424	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	ASL	464	ARLY_HUMAN
Q96AW5	Glutaminyl-tRNA synthetase (EC 6.1.1.18) (Fragment)	QARS	717	Q96AW5_HUMAN
P47897	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	QARS1 QARS	775	SYQ_HUMAN
Q9H6L4	Armadillo repeat-containing protein 7	ARMC7	198	ARMC7_HUMAN
Q8WZ19	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 (hBACURD1) (BTB/POZ domain-containing protein KCTD13) (Polymerase delta-interacting protein 1) (TNFAIP1-like protein)	KCTD13 BACURD1 PDIP1 POLDIP1 FKSG86 PP6832	329	BACD1_HUMAN
Q7L311	Armadillo repeat-containing X-linked protein 2 (ARM protein lost in epithelial cancers on chromosome X 2) (Protein ALEX2)	ARMCX2 ALEX2 KIAA0512	632	ARMX2_HUMAN
Q9UH62	Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3)	ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007	379	ARMX3_HUMAN
A9YTQ3	Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR) (Class E basic helix-loop-helix protein 77) (bHLHe77)	AHRR BHLHE77 KIAA1234	701	AHRR_HUMAN
Q9GZR1	Sentrin-specific protease 6 (EC 3.4.22.-) (SUMO-1-specific protease 1) (Sentrin/SUMO-specific protease SENP6)	SENP6 KIAA0797 SSP1 SUSP1 FKSG6	1112	SENP6_HUMAN
Q15643	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)	TRIP11 CEV14	1979	TRIPB_HUMAN
P61158	Actin-related protein 3 (Actin-like protein 3)	ACTR3 ARP3	418	ARP3_HUMAN
P42768	Wiskott-Aldrich syndrome protein (WASp)	WAS IMD2	502	WASP_HUMAN
O15145	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	ARPC3 ARC21	178	ARPC3_HUMAN
Q9Y4R7	Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (HOTTL) (Tubulin--tyrosine ligase-like protein 3)	TTLL3 PRO0207	772	TTLL3_HUMAN
Q9GZN1	Actin-related protein 6 (hArp6) (hARPX)	ACTR6 CDA12	396	ARP6_HUMAN
Q8IXH6	Tumor protein p53-inducible nuclear protein 2 (Diabetes and obesity-regulated gene) (p53-inducible protein U) (PIG-U)	TP53INP2 C20orf110 DOR PINH	220	T53I2_HUMAN
P46379	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	1132	BAG6_HUMAN
P11597	Cholesteryl ester transfer protein (Lipid transfer protein I)	CETP	493	CETP_HUMAN
P09960	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase)	LTA4H LTA4	611	LKHA4_HUMAN
P42772	Cyclin-dependent kinase 4 inhibitor B (Multiple tumor suppressor 2) (MTS-2) (p14-INK4b) (p15-INK4b) (p15INK4B)	CDKN2B MTS2	138	CDN2B_HUMAN
Q96G74	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	OTUD5	571	OTUD5_HUMAN
Q5TZS4	Cholesteryl ester transfer protein		433	Q5TZS4_HUMAN
Q86YJ6	Threonine synthase-like 2 (TSH2) (EC 4.2.3.-) (Secreted osteoclastogenic factor of activated T-cells) (SOFAT)	THNSL2	484	THNS2_HUMAN
Q9BPX5	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	ARPC5L	153	ARP5L_HUMAN
P21730	C5a anaphylatoxin chemotactic receptor 1 (C5a anaphylatoxin chemotactic receptor) (C5a-R) (C5aR) (CD antigen CD88)	C5AR1 C5AR C5R1	350	C5AR1_HUMAN
Q12967	Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF)	RALGDS KIAA1308 RGF	914	GNDS_HUMAN
Q14749	Glycine N-methyltransferase (EC 2.1.1.20)	GNMT	295	GNMT_HUMAN
P04731	Metallothionein-1A (MT-1A) (Metallothionein-IA) (MT-IA)	MT1A MT1S	61	MT1A_HUMAN
P46459	Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)	NSF	744	NSF_HUMAN
P12272	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: PTHrP[1-36]; PTHrP[38-94]; Osteostatin (PTHrP[107-139])]	PTHLH PTHRP	177	PTHR_HUMAN
Q5JU97	Zinc finger and BTB domain-containing protein 43 (Fragment)	ZBTB43	195	Q5JU97_HUMAN
Q14940	Sodium/hydrogen exchanger 5 (Na(+)/H(+) exchanger 5) (NHE-5) (Solute carrier family 9 member 5)	SLC9A5 NHE5	896	SL9A5_HUMAN
O43298	Zinc finger and BTB domain-containing protein 43 (Zinc finger and BTB domain-containing protein 22B) (Zinc finger protein 297B) (ZnF-x)	ZBTB43 KIAA0414 ZBTB22B ZNF297B	467	ZBT43_HUMAN
Q96G25	Mediator of RNA polymerase II transcription subunit 8 (Activator-recruited cofactor 32 kDa component) (ARC32) (Mediator complex subunit 8)	MED8	268	MED8_HUMAN
O75251	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	213	NDUS7_HUMAN
Q8TAQ2	SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)	SMARCC2 BAF170	1214	SMRC2_HUMAN
Q03167	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	TGFBR3	851	TGBR3_HUMAN
P36575	Arrestin-C (Cone arrestin) (C-arrestin) (cArr) (Retinal cone arrestin-3) (X-arrestin)	ARR3 ARRX CAR	388	ARRC_HUMAN
O14733	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	419	MP2K7_HUMAN
Q8IZ40	REST corepressor 2	RCOR2	523	RCOR2_HUMAN
Q93091	Ribonuclease K6 (RNase K6) (EC 3.1.27.-)	RNASE6 RNS6	150	RNAS6_HUMAN
Q96IT1	Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)	ZNF496 ZKSCAN17	587	ZN496_HUMAN
Q9Y2X7	ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (Cool-associated and tyrosine-phosphorylated protein 1) (CAT-1) (CAT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1)	GIT1	761	GIT1_HUMAN
P61956	Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)	SUMO2 SMT3B SMT3H2	95	SUMO2_HUMAN
Q4ZIN3	Membralin (Transmembrane protein 259)	TMEM259 C19orf6	620	MBRL_HUMAN
Q99608	Necdin	NDN	321	NECD_HUMAN
Q9Y2Z9	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Coenzyme Q10 monooxygenase 6)	COQ6 CGI-10	468	COQ6_HUMAN
Q5T4W7	Artemin (Enovin) (Neublastin)	ARTN EVN	220	ARTN_HUMAN
O60609	GDNF family receptor alpha-3 (GDNF receptor alpha-3) (GDNFR-alpha-3) (GFR-alpha-3)	GFRA3 UNQ339/PRO538/PRO3664	400	GFRA3_HUMAN
Q9NZ08	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	941	ERAP1_HUMAN
P19438	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a) [Cleaved into: Tumor necrosis factor receptor superfamily member 1A, membrane form; Tumor necrosis factor-binding protein 1 (TBPI)]	TNFRSF1A TNFAR TNFR1	455	TNR1A_HUMAN
O00192	Armadillo repeat protein deleted in velo-cardio-facial syndrome	ARVCF	962	ARVC_HUMAN
P55291	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	CDH15 CDH14 CDH3	814	CAD15_HUMAN
Q96RT1	Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2)	ERBIN ERBB2IP KIAA1225 LAP2	1412	ERBIN_HUMAN
Q2PPJ7	Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (p220)	RALGAPA2 C20orf74 KIAA1272	1873	RGPA2_HUMAN
Q86X10	Ral GTPase-activating protein subunit beta (p170)	RALGAPB KIAA1219	1494	RLGPB_HUMAN
Q8WXK3	Ankyrin repeat and SOCS box protein 13 (ASB-13)	ASB13	278	ASB13_HUMAN
Q9NWT6	Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase)	HIF1AN FIH1	349	HIF1N_HUMAN
Q96Q27	Ankyrin repeat and SOCS box protein 2 (ASB-2)	ASB2	587	ASB2_HUMAN
Q15370	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	ELOB TCEB2	118	ELOB_HUMAN
Q96DX5	Ankyrin repeat and SOCS box protein 9 (ASB-9)	ASB9	294	ASB9_HUMAN
Q8N9N2	Activating signal cointegrator 1 complex subunit 1 (ASC-1 complex subunit p50) (Trip4 complex subunit p50)	ASCC1 CGI-18	400	ASCC1_HUMAN
Q8N3C0	Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12) (ASC-1 complex subunit p200) (ASC1p200) (Helicase, ATP binding 1) (Trip4 complex subunit p200)	ASCC3 HELIC1	2202	ASCC3_HUMAN
Q9H1I8	Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100)	ASCC2 ASC1P100	757	ASCC2_HUMAN
Q07065	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	CKAP4	602	CKAP4_HUMAN
O75398	Deformed epidermal autoregulatory factor 1 homolog (Nuclear DEAF-1-related transcriptional regulator) (NUDR) (Suppressin) (Zinc finger MYND domain-containing protein 5)	DEAF1 SPN ZMYND5	565	DEAF1_HUMAN
P09467	Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)	FBP1 FBP	338	F16P1_HUMAN
Q9UNN5	FAS-associated factor 1 (hFAF1) (UBX domain-containing protein 12) (UBX domain-containing protein 3A)	FAF1 UBXD12 UBXN3A CGI-03	650	FAF1_HUMAN
P06858	Lipoprotein lipase (LPL) (EC 3.1.1.34) (Phospholipase A1) (EC 3.1.1.32)	LPL LIPD	475	LIPL_HUMAN
O60341	Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	KDM1A AOF2 KDM1 KIAA0601 LSD1	852	KDM1A_HUMAN
O00334	Phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)		1068	O00334_HUMAN
Q9NTK5	Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45) (DOC45) (GTP-binding protein 9)	OLA1 GTPBP9 PRO2455 PTD004	396	OLA1_HUMAN
Q9Y2S7	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	368	PDIP2_HUMAN
Q9Y237	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (EC 5.2.1.8) (Parvulin-14) (Par14) (hPar14) (Parvulin-17) (Par17) (hPar17) (Peptidyl-prolyl cis-trans isomerase Pin4) (PPIase Pin4) (Peptidyl-prolyl cis/trans isomerase EPVH) (hEPVH) (Rotamase Pin4)	PIN4	131	PIN4_HUMAN
Q8NG27	E3 ubiquitin-protein ligase Praja-1 (Praja1) (EC 2.3.2.27) (RING finger protein 70) (RING-type E3 ubiquitin transferase Praja-1)	PJA1 RNF70	643	PJA1_HUMAN
O00329	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	PIK3CD	1044	PK3CD_HUMAN
Q9BVP2	Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin)	GNL3 E2IG3 NS	549	GNL3_HUMAN
Q5VZC3	Fructose-bisphosphatase (EC 3.1.3.11) (Fragment)	FBP1	151	Q5VZC3_HUMAN
Q6I9S2	SNW1 protein	SNW1	536	Q6I9S2_HUMAN
Q75LH2	Uncharacterized protein FLJ10324	FLJ10324	383	Q75LH2_HUMAN
P35579	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	MYH9	1960	MYH9_HUMAN
Q9H2X5	Sulfhydryl oxidase (EC 1.8.3.2)	ALR	94	Q9H2X5_HUMAN
Q9H7G6	cDNA: FLJ20897 fis, clone ADKA03573		647	Q9H7G6_HUMAN
Q9BQ52	Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)	ELAC2 HPC2	826	RNZ2_HUMAN
P14678	Small nuclear ribonucleoprotein-associated proteins B and B' (snRNP-B) (Sm protein B/B') (Sm-B/B') (SmB/B')	SNRPB COD SNRPB1	240	RSMB_HUMAN
Q9P2J2	Protein turtle homolog A (Immunoglobulin superfamily member 9A) (IgSF9A)	IGSF9 IGSF9A KIAA1355 NRT1	1179	TUTLA_HUMAN
Q9BTM9	Ubiquitin-related modifier 1	URM1 C9orf74	101	URM1_HUMAN
Q9ULZ3	Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1)	PYCARD ASC CARD5 TMS1	195	ASC_HUMAN
Q9NPP4	NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (Clan protein) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	1024	NLRC4_HUMAN
P51878	Caspase-5 (CASP-5) (EC 3.4.22.58) (ICE(rel)-III) (Protease ICH-3) (Protease TY) [Cleaved into: Caspase-5 subunit p20; Caspase-5 subunit p10]	CASP5 ICH3	434	CASP5_HUMAN
O15553	Pyrin (Marenostrin)	MEFV MEF TRIM20	781	MEFV_HUMAN
P50553	Achaete-scute homolog 1 (ASH-1) (hASH1) (Class A basic helix-loop-helix protein 46) (bHLHa46)	ASCL1 ASH1 BHLHA46 HASH1	236	ASCL1_HUMAN
P15884	Transcription factor 4 (TCF-4) (Class B basic helix-loop-helix protein 19) (bHLHb19) (Immunoglobulin transcription factor 2) (ITF-2) (SL3-3 enhancer factor 2) (SEF-2)	TCF4 BHLHB19 ITF2 SEF2	667	ITF2_HUMAN
Q9NQB0	Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4)	TCF7L2 TCF4	619	TF7L2_HUMAN
Q9NVP2	Histone chaperone ASF1B (Anti-silencing function protein 1 homolog B) (hAsf1) (hAsf1b) (CCG1-interacting factor A-II) (CIA-II) (hCIA-II)	ASF1B	202	ASF1B_HUMAN
Q9UKI8	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)	TLK1 KIAA0137	766	TLK1_HUMAN
P07306	Asialoglycoprotein receptor 1 (ASGP-R 1) (ASGPR 1) (C-type lectin domain family 4 member H1) (Hepatic lectin H1) (HL-1)	ASGR1 CLEC4H1	291	ASGR1_HUMAN
Q96G23	Ceramide synthase 2 (CerS2) (EC 2.3.1.-) (LAG1 longevity assurance homolog 2) (SP260) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Tumor metastasis-suppressor gene 1 protein)	CERS2 LASS2 TMSG1	380	CERS2_HUMAN
P07307	Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (C-type lectin domain family 4 member H2) (Hepatic lectin H2) (HL-2)	ASGR2 CLEC4H2	311	ASGR2_HUMAN
Q9UBL3	Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein)	ASH2L ASH2L1	628	ASH2L_HUMAN
Q9C005	Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)	DPY30	99	DPY30_HUMAN
P51610	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	HCFC1 HCF1 HFC1	2035	HCFC1_HUMAN
O00255	Menin	MEN1 SCG2	615	MEN1_HUMAN
O14686	Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.354) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)	KMT2D ALR MLL2 MLL4	5537	KMT2D_HUMAN
Q86VZ2	WD repeat-containing protein 5B	WDR5B	330	WDR5B_HUMAN
Q15291	Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3)	RBBP5 RBQ3	538	RBBP5_HUMAN
Q96ST3	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	SIN3A	1273	SIN3A_HUMAN
P61964	WD repeat-containing protein 5 (BMP2-induced 3-kb gene protein)	WDR5 BIG3	334	WDR5_HUMAN
P42127	Agouti-signaling protein (ASP) (Agouti switch protein)	ASIP AGTI AGTIL ASP	132	ASIP_HUMAN
O95671	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein [Includes: dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase); N-acetylserotonin O-methyltransferase-like protein (ASMTL) (EC 2.1.1.-)]	ASMTL	621	ASML_HUMAN
P48775	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	TDO2 TDO	406	T23O_HUMAN
Q96KQ4	Apoptosis-stimulating of p53 protein 1 (Protein phosphatase 1 regulatory subunit 13B)	PPP1R13B ASPP1 KIAA0771	1090	ASPP1_HUMAN
O15265	Ataxin-7 (Spinocerebellar ataxia type 7 protein)	ATXN7 SCA7	892	ATX7_HUMAN
P10415	Apoptosis regulator Bcl-2	BCL2	239	BCL2_HUMAN
Q12840	Kinesin heavy chain isoform 5A (Kinesin heavy chain neuron-specific 1) (Neuronal kinesin heavy chain) (NKHC)	KIF5A NKHC1	1032	KIF5A_HUMAN
Q53FJ3	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment)		963	Q53FJ3_HUMAN
Q9BV35	Calcium-binding mitochondrial carrier protein SCaMC-3 (Mitochondrial ATP-Mg/Pi carrier protein 2) (Mitochondrial Ca(2+)-dependent solute carrier protein 2) (Small calcium-binding mitochondrial carrier protein 3) (Solute carrier family 25 member 23)	SLC25A23 APC2 MCSC2 SCAMC3	468	SCMC3_HUMAN
Q9BYC9	39S ribosomal protein L20, mitochondrial (L20mt) (MRP-L20) (Mitochondrial large ribosomal subunit protein bL20m)	MRPL20	149	RM20_HUMAN
P55854	Small ubiquitin-related modifier 3 (SUMO-3) (SMT3 homolog 1) (SUMO-2) (Ubiquitin-like protein SMT3A) (Smt3A)	SUMO3 SMT3A SMT3H1	103	SUMO3_HUMAN
Q13107	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4 UNP UNPH	963	UBP4_HUMAN
Q01850	Cerebellar degeneration-related protein 2 (Major Yo paraneoplastic antigen) (Paraneoplastic cerebellar degeneration-associated antigen)	CDR2 PCD17	454	CDR2_HUMAN
P05023	Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)	ATP1A1	1023	AT1A1_HUMAN
P54710	Sodium/potassium-transporting ATPase subunit gamma (Na(+)/K(+) ATPase subunit gamma) (FXYD domain-containing ion transport regulator 2) (Sodium pump gamma chain)	FXYD2 ATP1C ATP1G1	66	ATNG_HUMAN
