Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P0DP28	CALM3_MOUSE	reviewed	Calmodulin-3	Calm3 Cam3 Camc	Mus musculus (Mouse)	149
P0DP29	CALM1_RAT	reviewed	Calmodulin-1	Calm1 Calm Cam Cam1 CaMI	Rattus norvegicus (Rat)	149
P62149	CALM_CHICK	reviewed	Calmodulin (CaM)	CALM CAM RCJMB04_24e7	Gallus gallus (Chicken)	149
P27797	CALR_HUMAN	reviewed	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	CALR CRTC	Homo sapiens (Human)	417
Q16602	CALRL_HUMAN	reviewed	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	CALCRL CGRPR	Homo sapiens (Human)	461
P27824	CALX_HUMAN	reviewed	Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90)	CANX	Homo sapiens (Human)	592
P49069	CAMLG_HUMAN	reviewed	Calcium signal-modulating cyclophilin ligand (CAML)	CAMLG CAML	Homo sapiens (Human)	296
P07384	CAN1_HUMAN	reviewed	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	CAPN1 CANPL1 PIG30	Homo sapiens (Human)	714
P17655	CAN2_HUMAN	reviewed	Calpain-2 catalytic subunit (EC 3.4.22.53) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain large polypeptide L2) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	CAPN2 CANPL2	Homo sapiens (Human)	700
P63098	CANB1_HUMAN	reviewed	Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1)	PPP3R1 CNA2 CNB	Homo sapiens (Human)	170
Q96LZ3	CANB2_HUMAN	reviewed	Calcineurin subunit B type 2 (Calcineurin B-like protein) (CBLP) (Calcineurin BII) (CNBII) (PPP3R1-like) (Protein phosphatase 2B regulatory subunit 2) (Protein phosphatase 3 regulatory subunit B beta isoform)	PPP3R2 CBLP PPP3RL	Homo sapiens (Human)	170
Q86VP6	CAND1_HUMAN	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)	CAND1 KIAA0829 TIP120 TIP120A	Homo sapiens (Human)	1230
Q01518	CAP1_HUMAN	reviewed	Adenylyl cyclase-associated protein 1 (CAP 1)	CAP1 CAP	Homo sapiens (Human)	475
P20160	CAP7_HUMAN	reviewed	Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein) (HBP) (hHBP)	AZU1	Homo sapiens (Human)	251
O75052	CAPON_HUMAN	reviewed	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (C-terminal PDZ ligand of neuronal nitric oxide synthase protein) (Nitric oxide synthase 1 adaptor protein)	NOS1AP CAPON KIAA0464	Homo sapiens (Human)	506
Q14444	CAPR1_HUMAN	reviewed	Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105	Homo sapiens (Human)	709
Q9ULU8	CAPS1_HUMAN	reviewed	Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1)	CADPS CAPS CAPS1 KIAA1121	Homo sapiens (Human)	1353
Q86UW7	CAPS2_HUMAN	reviewed	Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)	CADPS2 CAPS2 KIAA1591	Homo sapiens (Human)	1296
P47756	CAPZB_HUMAN	reviewed	F-actin-capping protein subunit beta (CapZ beta)	CAPZB	Homo sapiens (Human)	277
Q9BXL7	CAR11_HUMAN	reviewed	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1)	CARD11 CARMA1	Homo sapiens (Human)	1154
Q9NPP4	NLRC4_HUMAN	reviewed	NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (Clan protein) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	Homo sapiens (Human)	1024
Q9BXL6	CAR14_HUMAN	reviewed	Caspase recruitment domain-containing protein 14 (CARD-containing MAGUK protein 2) (Carma 2)	CARD14 CARMA2	Homo sapiens (Human)	1004
Q9Y2G2	CARD8_HUMAN	reviewed	Caspase recruitment domain-containing protein 8 (Apoptotic protein NDPP1) (CARD-inhibitor of NF-kappa-B-activating ligand) (CARDINAL) (DACAR) (Tumor up-regulated CARD-containing antagonist of CASP9) (TUCAN)	CARD8 KIAA0955 NDPP1	Homo sapiens (Human)	431
Q9H257	CARD9_HUMAN	reviewed	Caspase recruitment domain-containing protein 9 (hCARD9)	CARD9	Homo sapiens (Human)	536
Q86X55	CARM1_HUMAN	reviewed	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	CARM1 PRMT4	Homo sapiens (Human)	608
Q15699	ALX1_HUMAN	reviewed	ALX homeobox protein 1 (Cartilage homeoprotein 1) (CART-1)	ALX1 CART1	Homo sapiens (Human)	326
P47710	CASA1_HUMAN	reviewed	Alpha-S1-casein [Cleaved into: Casoxin-D]	CSN1S1 CASA CSN1	Homo sapiens (Human)	185
O15234	CASC3_HUMAN	reviewed	Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz)	CASC3 MLN51	Homo sapiens (Human)	703
Q8NG31	KNL1_HUMAN	reviewed	Kinetochore scaffold 1 (ALL1-fused gene from chromosome 15q14 protein) (AF15q14) (Bub-linking kinetochore protein) (Blinkin) (Cancer susceptibility candidate gene 5 protein) (Cancer/testis antigen 29) (CT29) (Kinetochore-null protein 1) (Protein CASC5) (Protein D40/AF15q14)	KNL1 CASC5 KIAA1570	Homo sapiens (Human)	2342
Q14511	CASL_HUMAN	reviewed	Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55]	NEDD9 CASL CASS2	Homo sapiens (Human)	834
P29466	CASP1_HUMAN	reviewed	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	CASP1 IL1BC IL1BCE	Homo sapiens (Human)	404
P42575	CASP2_HUMAN	reviewed	Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]	CASP2 ICH1 NEDD2	Homo sapiens (Human)	452
P42574	CASP3_HUMAN	reviewed	Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	CASP3 CPP32	Homo sapiens (Human)	277
P49662	CASP4_HUMAN	reviewed	Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]	CASP4 ICH2	Homo sapiens (Human)	377
P51878	CASP5_HUMAN	reviewed	Caspase-5 (CASP-5) (EC 3.4.22.58) (ICE(rel)-III) (Protease ICH-3) (Protease TY) [Cleaved into: Caspase-5 subunit p20; Caspase-5 subunit p10]	CASP5 ICH3	Homo sapiens (Human)	434
P55212	CASP6_HUMAN	reviewed	Caspase-6 (CASP-6) (EC 3.4.22.59) (Apoptotic protease Mch-2) [Cleaved into: Caspase-6 subunit p18; Caspase-6 subunit p11]	CASP6 MCH2	Homo sapiens (Human)	293
P55210	CASP7_HUMAN	reviewed	Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]	CASP7 MCH3	Homo sapiens (Human)	303
Q14790	CASP8_HUMAN	reviewed	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	Homo sapiens (Human)	479
P55211	CASP9_HUMAN	reviewed	Caspase-9 (CASP-9) (EC 3.4.22.62) (Apoptotic protease Mch-6) (Apoptotic protease-activating factor 3) (APAF-3) (ICE-like apoptotic protease 6) (ICE-LAP6) [Cleaved into: Caspase-9 subunit p35; Caspase-9 subunit p10]	CASP9 MCH6	Homo sapiens (Human)	416
Q92851	CASPA_HUMAN	reviewed	Caspase-10 (CASP-10) (EC 3.4.22.63) (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2) (FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12]	CASP10 MCH4	Homo sapiens (Human)	521
P31944	CASPE_HUMAN	reviewed	Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	CASP14	Homo sapiens (Human)	242
O14958	CASQ2_HUMAN	reviewed	Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)	CASQ2	Homo sapiens (Human)	399
P41180	CASR_HUMAN	reviewed	Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1)	CASR GPRC2A PCAR1	Homo sapiens (Human)	1078
P04040	CATA_HUMAN	reviewed	Catalase (EC 1.11.1.6)	CAT	Homo sapiens (Human)	527
P07858	CATB_HUMAN	reviewed	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	CTSB CPSB	Homo sapiens (Human)	339
P07339	CATD_HUMAN	reviewed	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	CTSD CPSD	Homo sapiens (Human)	412
P14091	CATE_HUMAN	reviewed	Cathepsin E (EC 3.4.23.34) [Cleaved into: Cathepsin E form I; Cathepsin E form II]	CTSE	Homo sapiens (Human)	396
P08311	CATG_HUMAN	reviewed	Cathepsin G (CG) (EC 3.4.21.20)	CTSG	Homo sapiens (Human)	255
P07711	CATL1_HUMAN	reviewed	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	CTSL CTSL1	Homo sapiens (Human)	333
Q03135	CAV1_HUMAN	reviewed	Caveolin-1	CAV1 CAV	Homo sapiens (Human)	178
P51636	CAV2_HUMAN	reviewed	Caveolin-2	CAV2	Homo sapiens (Human)	162
Q8N357	S35F6_HUMAN	reviewed	Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog)	SLC35F6 C2orf18 UNQ3047/PRO9863	Homo sapiens (Human)	371
Q96F85	CNRP1_HUMAN	reviewed	CB1 cannabinoid receptor-interacting protein 1 (CRIP-1)	CNRIP1 C2orf32	Homo sapiens (Human)	164
Q9H6R7	WDCP_HUMAN	reviewed	WD repeat and coiled-coil-containing protein	WDCP C2orf44 PP384	Homo sapiens (Human)	721
Q13191	CBLB_HUMAN	reviewed	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	CBLB RNF56 Nbla00127	Homo sapiens (Human)	982
Q9ULV8	CBLC_HUMAN	reviewed	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)	CBLC CBL3 RNF57	Homo sapiens (Human)	474
P22681	CBL_HUMAN	reviewed	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	CBL CBL2 RNF55	Homo sapiens (Human)	906
P23435	CBLN1_HUMAN	reviewed	Cerebellin-1 (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin]	CBLN1	Homo sapiens (Human)	193
Q8IUK8	CBLN2_HUMAN	reviewed	Cerebellin-2	CBLN2 UNQ1892/PRO4338	Homo sapiens (Human)	224
Q9NTU7	CBLN4_HUMAN	reviewed	Cerebellin-4 (Cerebellin-like glycoprotein 1)	CBLN4 CBLNL1 UNQ718/PRO1382	Homo sapiens (Human)	201
Q9UPW5	CBPC1_HUMAN	reviewed	Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (ATP/GTP-binding protein 1) (Nervous system nuclear protein induced by axotomy protein 1 homolog)	AGTPBP1 CCP1 KIAA1035 NNA1	Homo sapiens (Human)	1226
P16870	CBPE_HUMAN	reviewed	Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	CPE	Homo sapiens (Human)	476
Q92793	CBP_HUMAN	reviewed	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREBBP CBP	Homo sapiens (Human)	2442
P16152	CBR1_HUMAN	reviewed	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196) (EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	CBR1 CBR CRN SDR21C1	Homo sapiens (Human)	277
P35520	CBS_HUMAN	reviewed	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	CBS	Homo sapiens (Human)	551
P83916	CBX1_HUMAN	reviewed	Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta)	CBX1 CBX	Homo sapiens (Human)	185
Q14781	CBX2_HUMAN	reviewed	Chromobox protein homolog 2	CBX2	Homo sapiens (Human)	532
Q13185	CBX3_HUMAN	reviewed	Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein)	CBX3	Homo sapiens (Human)	183
O00257	CBX4_HUMAN	reviewed	E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)	CBX4	Homo sapiens (Human)	560
P45973	CBX5_HUMAN	reviewed	Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)	CBX5 HP1A	Homo sapiens (Human)	191
Q9HC52	CBX8_HUMAN	reviewed	Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (hPc3) (Rectachrome 1)	CBX8 PC3 RC1	Homo sapiens (Human)	389
Q6PII3	CC174_HUMAN	reviewed	Coiled-coil domain-containing protein 174	CCDC174 C3orf19	Homo sapiens (Human)	467
Q96LK0	CEP19_HUMAN	reviewed	Centrosomal protein of 19 kDa (Cep19)	CEP19 C3orf34 HSD5	Homo sapiens (Human)	163
Q9UK61	TASOR_HUMAN	reviewed	Protein TASOR (CTCL tumor antigen se89-1) (Retinoblastoma-associated protein RAP140) (Transgene activation suppressor protein)	TASOR C3orf63 FAM208A KIAA1105	Homo sapiens (Human)	1670
Q96ES7	SGF29_HUMAN	reviewed	SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)	SGF29 CCDC101	Homo sapiens (Human)	293
Q9BWC9	CC106_HUMAN	reviewed	Coiled-coil domain-containing protein 106	CCDC106	Homo sapiens (Human)	280
Q9H0I3	CC113_HUMAN	reviewed	Coiled-coil domain-containing protein 113	CCDC113 HSPC065	Homo sapiens (Human)	377
Q8IYX3	CC116_HUMAN	reviewed	Coiled-coil domain-containing protein 116	CCDC116	Homo sapiens (Human)	613
Q96HB5	CC120_HUMAN	reviewed	Coiled-coil domain-containing protein 120	CCDC120 JM11	Homo sapiens (Human)	630
Q9H6E4	CC134_HUMAN	reviewed	Coiled-coil domain-containing protein 134	CCDC134	Homo sapiens (Human)	229
Q96JN2	CC136_HUMAN	reviewed	Coiled-coil domain-containing protein 136 (Nasopharyngeal carcinoma-associated gene 6 protein)	CCDC136 KIAA1793 NAG6	Homo sapiens (Human)	1154
O75419	CDC45_HUMAN	reviewed	Cell division control protein 45 homolog (PORC-PI-1)	CDC45 CDC45L CDC45L2 UNQ374/PRO710	Homo sapiens (Human)	566
Q96M91	CFA53_HUMAN	reviewed	Cilia- and flagella-associated protein 53 (Coiled-coil domain-containing protein 11)	CFAP53 CCDC11	Homo sapiens (Human)	514
O60826	CCD22_HUMAN	reviewed	Coiled-coil domain-containing protein 22	CCDC22 CXorf37 JM1	Homo sapiens (Human)	627
Q8N4L8	CCD24_HUMAN	reviewed	Coiled-coil domain-containing protein 24	CCDC24	Homo sapiens (Human)	307
Q96M95	CCD42_HUMAN	reviewed	Coiled-coil domain-containing protein 42	CCDC42 CCDC42A	Homo sapiens (Human)	316
Q9BSH4	TACO1_HUMAN	reviewed	Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I)	TACO1 CCDC44 PRO0477	Homo sapiens (Human)	297
Q96GE4	CEP95_HUMAN	reviewed	Centrosomal protein of 95 kDa (Cep95) (Coiled-coil domain-containing protein 45)	CEP95 CCDC45 CEP45	Homo sapiens (Human)	821
Q96A33	CCD47_HUMAN	reviewed	Coiled-coil domain-containing protein 47 (Calumin)	CCDC47 GK001 MSTP041 PSEC0077	Homo sapiens (Human)	483
Q8IVM0	CCD50_HUMAN	reviewed	Coiled-coil domain-containing protein 50 (Protein Ymer)	CCDC50 C3orf6	Homo sapiens (Human)	306
Q9Y3C0	WASC3_HUMAN	reviewed	WASH complex subunit 3 (Coiled-coil domain-containing protein 53)	WASHC3 AD-016 CCDC53 CGI-116 x0009	Homo sapiens (Human)	194
Q9H6F5	CCD86_HUMAN	reviewed	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)	CCDC86 CYCLON	Homo sapiens (Human)	360
Q9NVE4	CCD87_HUMAN	reviewed	Coiled-coil domain-containing protein 87	CCDC87	Homo sapiens (Human)	849
Q7Z6B0	CCD91_HUMAN	reviewed	Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein)	CCDC91 GGABP HSD8	Homo sapiens (Human)	441
Q53HC0	CCD92_HUMAN	reviewed	Coiled-coil domain-containing protein 92 (Limkain beta-2)	CCDC92	Homo sapiens (Human)	331
Q567U6	CCD93_HUMAN	reviewed	Coiled-coil domain-containing protein 93	CCDC93	Homo sapiens (Human)	631
Q96EA4	SPDLY_HUMAN	reviewed	Protein Spindly (hSpindly) (Arsenite-related gene 1 protein) (Coiled-coil domain-containing protein 99) (Rhabdomyosarcoma antigen MU-RMS-40.4A) (Spindle apparatus coiled-coil domain-containing protein 1)	SPDL1 CCDC99	Homo sapiens (Human)	605
Q96CS2	HAUS1_HUMAN	reviewed	HAUS augmin-like complex subunit 1 (Coiled-coil domain-containing protein 5) (Enhancer of invasion-cluster) (HEI-C)	HAUS1 CCDC5 HEIC	Homo sapiens (Human)	278
Q16204	CCDC6_HUMAN	reviewed	Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)	CCDC6 D10S170 TST1	Homo sapiens (Human)	474
Q96M83	CCDC7_HUMAN	reviewed	Coiled-coil domain-containing protein 7 (Protein BIOT2)	CCDC7 BIOT2 C10orf68	Homo sapiens (Human)	1385
Q9Y698	CCG2_HUMAN	reviewed	Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2)	CACNG2	Homo sapiens (Human)	323
Q8TD31	CCHCR_HUMAN	reviewed	Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein) (Putative gene 8 protein) (Pg8)	CCHCR1 C6orf18 HCR	Homo sapiens (Human)	782
P06307	CCKN_HUMAN	reviewed	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]	CCK	Homo sapiens (Human)	115
P51671	CCL11_HUMAN	reviewed	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	CCL11 SCYA11	Homo sapiens (Human)	97
Q99616	CCL13_HUMAN	reviewed	C-C motif chemokine 13 (CK-beta-10) (Monocyte chemoattractant protein 4) (Monocyte chemotactic protein 4) (MCP-4) (NCC-1) (Small-inducible cytokine A13) [Cleaved into: C-C motif chemokine 13, long chain; C-C motif chemokine 13, medium chain; C-C motif chemokine 13, short chain]	CCL13 MCP4 NCC1 SCYA13	Homo sapiens (Human)	98
Q16627	CCL14_HUMAN	reviewed	C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)]	CCL14 NCC2 SCYA14	Homo sapiens (Human)	93
O15467	CCL16_HUMAN	reviewed	C-C motif chemokine 16 (Chemokine CC-4) (HCC-4) (Chemokine LEC) (IL-10-inducible chemokine) (LCC-1) (Liver-expressed chemokine) (Lymphocyte and monocyte chemoattractant) (LMC) (Monotactin-1) (MTN-1) (NCC-4) (Small-inducible cytokine A16)	CCL16 ILINCK NCC4 SCYA16	Homo sapiens (Human)	120
Q92583	CCL17_HUMAN	reviewed	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL17 SCYA17 TARC	Homo sapiens (Human)	94
P55774	CCL18_HUMAN	reviewed	C-C motif chemokine 18 (Alternative macrophage activation-associated CC chemokine 1) (AMAC-1) (CC chemokine PARC) (Dendritic cell chemokine 1) (DC-CK1) (Macrophage inflammatory protein 4) (MIP-4) (Pulmonary and activation-regulated chemokine) (Small-inducible cytokine A18) [Cleaved into: CCL18(1-68); CCL18(3-69); CCL18(4-69)]	CCL18 AMAC1 DCCK1 MIP4 PARC SCYA18	Homo sapiens (Human)	89
Q99731	CCL19_HUMAN	reviewed	C-C motif chemokine 19 (Beta-chemokine exodus-3) (CK beta-11) (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (Small-inducible cytokine A19)	CCL19 ELC MIP3B SCYA19	Homo sapiens (Human)	98
P22362	CCL1_HUMAN	reviewed	C-C motif chemokine 1 (Small-inducible cytokine A1) (T lymphocyte-secreted protein I-309)	CCL1 SCYA1	Homo sapiens (Human)	96
P78556	CCL20_HUMAN	reviewed	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20) [Cleaved into: CCL20(1-67); CCL20(1-64); CCL20(2-70)]	CCL20 LARC MIP3A SCYA20	Homo sapiens (Human)	96
O00585	CCL21_HUMAN	reviewed	C-C motif chemokine 21 (6Ckine) (Beta-chemokine exodus-2) (Secondary lymphoid-tissue chemokine) (SLC) (Small-inducible cytokine A21)	CCL21 SCYA21 UNQ784/PRO1600	Homo sapiens (Human)	134
O00626	CCL22_HUMAN	reviewed	C-C motif chemokine 22 (CC chemokine STCP-1) (MDC(1-69)) (Macrophage-derived chemokine) (Small-inducible cytokine A22) (Stimulated T-cell chemotactic protein 1) [Cleaved into: MDC(3-69); MDC(5-69); MDC(7-69)]	CCL22 MDC SCYA22 A-152E5.1	Homo sapiens (Human)	93
O00175	CCL24_HUMAN	reviewed	C-C motif chemokine 24 (CK-beta-6) (Eosinophil chemotactic protein 2) (Eotaxin-2) (Myeloid progenitor inhibitory factor 2) (MPIF-2) (Small-inducible cytokine A24)	CCL24 MPIF2 SCYA24	Homo sapiens (Human)	119
O15444	CCL25_HUMAN	reviewed	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	CCL25 SCYA25 TECK	Homo sapiens (Human)	150
